,title,stats,type,highlighted,home,away,match_id
3,Blocks,"[0, 0]",text,equal,0,0,2692816
4,Clearances,"[27, 14]",text,home,27,14,2692816
5,Keeper saves,"[4, 1]",text,home,4,1,2692816
0,Duels,"[None, None]",title,equal,,,2692816
1,Duels won,"[47, 54]",text,away,47,54,2692816
2,Ground duels won,"['32 (48%)', '35 (52%)']",text,away,32 (48%),35 (52%),2692816
3,Aerial duels won,"['15 (44%)', '19 (56%)']",text,away,15 (44%),19 (56%),2692816
4,Successful dribbles,"['4 (50%)', '4 (40%)']",text,equal,4 (50%),4 (40%),2692816
0,Discipline,"[None, None]",title,equal,,,2692816
1,Yellow cards,"[2, 3]",text,away,2.0,3.0,2692816
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2692816
0,Ball possession,"[48, 52]",graph,away,48,52,2692785
1,Total shots,"[15, 8]",text,home,15,8,2692785
2,Big chances,"[4, 0]",text,home,4,0,2692785
3,Big chances missed,"[2, 0]",text,away,2,0,2692785
4,Accurate passes,"['326 (79%)', '329 (73%)']",text,away,326 (79%),329 (73%),2692785
5,Fouls committed,"[9, 7]",text,away,9,7,2692785
6,Offsides,"[7, 1]",text,away,7,1,2692785
7,Corners,"[4, 8]",text,away,4,8,2692785
0,Shots,"[None, None]",title,equal,,,2692785
1,Total shots,"[15, 8]",text,home,15.0,8.0,2692785
2,Shots off target,"[8, 5]",text,home,8.0,5.0,2692785
3,Shots on target,"[7, 2]",text,home,7.0,2.0,2692785
4,Blocked shots,"[0, 1]",text,away,0.0,1.0,2692785
5,Hit woodwork,"[1, 0]",text,home,1.0,0.0,2692785
6,Shots inside box,"[8, 2]",text,home,8.0,2.0,2692785
7,Shots outside box,"[7, 6]",text,home,7.0,6.0,2692785
0,Passes,"[None, None]",title,equal,,,2692785
1,Passes,"[413, 451]",text,away,413,451,2692785
2,Accurate passes,"['326 (79%)', '329 (73%)']",text,away,326 (79%),329 (73%),2692785
3,Own half,"[158, 129]",text,home,158,129,2692785
4,Opposition half,"[168, 200]",text,away,168,200,2692785
5,Accurate long balls,"['46 (59%)', '16 (30%)']",text,home,46 (59%),16 (30%),2692785
6,Accurate crosses,"['2 (15%)', '1 (6%)']",text,home,2 (15%),1 (6%),2692785
7,Throws,"[11, 20]",text,away,11,20,2692785
0,Defence,"[None, None]",title,equal,,,2692785
1,Tackles won,"['11 (69%)', '14 (78%)']",text,away,11 (69%),14 (78%),2692785
2,Interceptions,"[21, 15]",text,home,21,15,2692785
3,Blocks,"[0, 0]",text,equal,0,0,2692785
4,Clearances,"[31, 15]",text,home,31,15,2692785
5,Keeper saves,"[2, 4]",text,away,2,4,2692785
0,Duels,"[None, None]",title,equal,,,2692785
1,Duels won,"[52, 44]",text,home,52,44,2692785
2,Ground duels won,"['32 (52%)', '29 (48%)']",text,home,32 (52%),29 (48%),2692785
3,Aerial duels won,"['20 (57%)', '15 (43%)']",text,home,20 (57%),15 (43%),2692785
4,Successful dribbles,"['9 (47%)', '3 (30%)']",text,home,9 (47%),3 (30%),2692785
0,Discipline,"[None, None]",title,equal,,,2692785
1,Yellow cards,"[0, 0]",text,equal,0.0,0.0,2692785
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2692785
0,Ball possession,"[62, 38]",graph,home,62,38,2692849
1,Total shots,"[13, 6]",text,home,13,6,2692849
2,Big chances,"[0, 0]",text,equal,0,0,2692849
3,Big chances missed,"[2, 1]",text,away,2,1,2692849
4,Accurate passes,"['328 (73%)', '171 (59%)']",text,home,328 (73%),171 (59%),2692849
5,Fouls committed,"[15, 17]",text,home,15,17,2692849
6,Offsides,"[2, 1]",text,away,2,1,2692849
7,Corners,"[10, 2]",text,home,10,2,2692849
0,Shots,"[None, None]",title,equal,,,2692849
1,Total shots,"[13, 6]",text,home,13.0,6.0,2692849
2,Shots off target,"[7, 3]",text,home,7.0,3.0,2692849
3,Shots on target,"[4, 1]",text,home,4.0,1.0,2692849
4,Blocked shots,"[2, 2]",text,equal,2.0,2.0,2692849
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2692849
6,Shots inside box,"[7, 1]",text,home,7.0,1.0,2692849
7,Shots outside box,"[6, 5]",text,home,6.0,5.0,2692849
0,Passes,"[None, None]",title,equal,,,2692849
1,Passes,"[448, 289]",text,home,448,289,2692849
2,Accurate passes,"['328 (73%)', '171 (59%)']",text,home,328 (73%),171 (59%),2692849
3,Own half,"[0, 0]",text,equal,0,0,2692849
4,Opposition half,"[192, 103]",text,home,192,103,2692849
5,Accurate long balls,"['55 (60%)', '30 (37%)']",text,home,55 (60%),30 (37%),2692849
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2692849
7,Throws,"[20, 12]",text,home,20,12,2692849
0,Defence,"[None, None]",title,equal,,,2692849
1,Tackles won,"['6 (46%)', '9 (64%)']",text,away,6 (46%),9 (64%),2692849
2,Interceptions,"[8, 16]",text,away,8,16,2692849
3,Blocks,"[0, 0]",text,equal,0,0,2692849
4,Clearances,"[5, 31]",text,away,5,31,2692849
5,Keeper saves,"[0, 3]",text,away,0,3,2692849
0,Duels,"[None, None]",title,equal,,,2692849
1,Duels won,"[56, 60]",text,away,56,60,2692849
2,Ground duels won,"['37 (50%)', '37 (50%)']",text,equal,37 (50%),37 (50%),2692849
3,Aerial duels won,"['19 (45%)', '23 (55%)']",text,away,19 (45%),23 (55%),2692849
4,Successful dribbles,"['8 (67%)', '9 (64%)']",text,away,8 (67%),9 (64%),2692849
0,Discipline,"[None, None]",title,equal,,,2692849
1,Yellow cards,"[4, 3]",text,home,4.0,3.0,2692849
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2692849
0,Ball possession,"[53, 47]",graph,home,53,47,2692881
1,Total shots,"[11, 21]",text,away,11,21,2692881
2,Big chances,"[0, 0]",text,equal,0,0,2692881
3,Big chances missed,"[0, 2]",text,home,0,2,2692881
4,Accurate passes,"['429 (88%)', '368 (85%)']",text,home,429 (88%),368 (85%),2692881
5,Fouls committed,"[11, 12]",text,home,11,12,2692881
6,Offsides,"[1, 0]",text,away,1,0,2692881
7,Corners,"[6, 5]",text,home,6,5,2692881
0,Shots,"[None, None]",title,equal,,,2692881
1,Total shots,"[11, 21]",text,away,11.0,21.0,2692881
2,Shots off target,"[7, 12]",text,away,7.0,12.0,2692881
3,Shots on target,"[3, 6]",text,away,3.0,6.0,2692881
4,Blocked shots,"[1, 3]",text,away,1.0,3.0,2692881
5,Hit woodwork,"[1, 1]",text,equal,1.0,1.0,2692881
6,Shots inside box,"[7, 12]",text,away,7.0,12.0,2692881
7,Shots outside box,"[4, 9]",text,away,4.0,9.0,2692881
0,Passes,"[None, None]",title,equal,,,2692881
1,Passes,"[489, 431]",text,home,489,431,2692881
2,Accurate passes,"['429 (88%)', '368 (85%)']",text,home,429 (88%),368 (85%),2692881
3,Own half,"[0, 0]",text,equal,0,0,2692881
4,Opposition half,"[151, 236]",text,away,151,236,2692881
5,Accurate long balls,"['40 (67%)', '30 (65%)']",text,home,40 (67%),30 (65%),2692881
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2692881
7,Throws,"[12, 15]",text,away,12,15,2692881
0,Defence,"[None, None]",title,equal,,,2692881
1,Tackles won,"['10 (56%)', '16 (59%)']",text,away,10 (56%),16 (59%),2692881
2,Interceptions,"[12, 11]",text,home,12,11,2692881
3,Blocks,"[0, 0]",text,equal,0,0,2692881
4,Clearances,"[20, 13]",text,home,20,13,2692881
5,Keeper saves,"[4, 1]",text,home,4,1,2692881
0,Duels,"[None, None]",title,equal,,,2692881
1,Duels won,"[45, 49]",text,away,45,49,2692881
2,Ground duels won,"['33 (43%)', '44 (57%)']",text,away,33 (43%),44 (57%),2692881
3,Aerial duels won,"['12 (71%)', '5 (29%)']",text,home,12 (71%),5 (29%),2692881
4,Successful dribbles,"['4 (25%)', '7 (47%)']",text,away,4 (25%),7 (47%),2692881
0,Discipline,"[None, None]",title,equal,,,2692881
1,Yellow cards,"[0, 2]",text,away,0.0,2.0,2692881
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2692881
0,Ball possession,"[48, 52]",graph,away,48,52,2692984
1,Total shots,"[23, 7]",text,home,23,7,2692984
2,Big chances,"[0, 0]",text,equal,0,0,2692984
3,Big chances missed,"[4, 0]",text,away,4,0,2692984
4,Accurate passes,"['362 (85%)', '390 (83%)']",text,away,362 (85%),390 (83%),2692984
5,Fouls committed,"[11, 15]",text,home,11,15,2692984
6,Offsides,"[3, 3]",text,equal,3,3,2692984
7,Corners,"[9, 6]",text,home,9,6,2692984
0,Shots,"[None, None]",title,equal,,,2692984
1,Total shots,"[23, 7]",text,home,23.0,7.0,2692984
2,Shots off target,"[10, 2]",text,home,10.0,2.0,2692984
3,Shots on target,"[6, 4]",text,home,6.0,4.0,2692984
4,Blocked shots,"[7, 1]",text,home,7.0,1.0,2692984
5,Hit woodwork,"[1, 0]",text,home,1.0,0.0,2692984
6,Shots inside box,"[12, 4]",text,home,12.0,4.0,2692984
7,Shots outside box,"[11, 3]",text,home,11.0,3.0,2692984
0,Passes,"[None, None]",title,equal,,,2692984
1,Passes,"[424, 470]",text,away,424,470,2692984
2,Accurate passes,"['362 (85%)', '390 (83%)']",text,away,362 (85%),390 (83%),2692984
3,Own half,"[0, 0]",text,equal,0,0,2692984
4,Opposition half,"[181, 125]",text,home,181,125,2692984
5,Accurate long balls,"['31 (61%)', '36 (49%)']",text,away,31 (61%),36 (49%),2692984
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2692984
7,Throws,"[18, 15]",text,home,18,15,2692984
0,Defence,"[None, None]",title,equal,,,2692984
1,Tackles won,"['10 (71%)', '7 (64%)']",text,home,10 (71%),7 (64%),2692984
2,Interceptions,"[16, 6]",text,home,16,6,2692984
3,Blocks,"[0, 0]",text,equal,0,0,2692984
4,Clearances,"[13, 25]",text,away,13,25,2692984
5,Keeper saves,"[3, 4]",text,away,3,4,2692984
0,Duels,"[None, None]",title,equal,,,2692984
1,Duels won,"[45, 34]",text,home,45,34,2692984
2,Ground duels won,"['33 (56%)', '26 (44%)']",text,home,33 (56%),26 (44%),2692984
3,Aerial duels won,"['12 (60%)', '8 (40%)']",text,home,12 (60%),8 (40%),2692984
4,Successful dribbles,"['4 (57%)', '4 (44%)']",text,equal,4 (57%),4 (44%),2692984
0,Discipline,"[None, None]",title,equal,,,2692984
1,Yellow cards,"[0, 4]",text,away,0.0,4.0,2692984
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2692984
0,Ball possession,"[56, 44]",graph,home,56,44,2693041
1,Total shots,"[15, 10]",text,home,15,10,2693041
2,Big chances,"[0, 0]",text,equal,0,0,2693041
3,Big chances missed,"[3, 0]",text,away,3,0,2693041
4,Accurate passes,"['465 (87%)', '324 (80%)']",text,home,465 (87%),324 (80%),2693041
5,Fouls committed,"[13, 14]",text,home,13,14,2693041
6,Offsides,"[0, 5]",text,home,0,5,2693041
7,Corners,"[2, 5]",text,away,2,5,2693041
0,Shots,"[None, None]",title,equal,,,2693041
1,Total shots,"[15, 10]",text,home,15.0,10.0,2693041
2,Shots off target,"[5, 3]",text,home,5.0,3.0,2693041
3,Shots on target,"[9, 3]",text,home,9.0,3.0,2693041
4,Blocked shots,"[1, 4]",text,away,1.0,4.0,2693041
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2693041
6,Shots inside box,"[10, 6]",text,home,10.0,6.0,2693041
7,Shots outside box,"[5, 4]",text,home,5.0,4.0,2693041
0,Passes,"[None, None]",title,equal,,,2693041
1,Passes,"[533, 403]",text,home,533,403,2693041
2,Accurate passes,"['465 (87%)', '324 (80%)']",text,home,465 (87%),324 (80%),2693041
3,Own half,"[0, 0]",text,equal,0,0,2693041
4,Opposition half,"[224, 196]",text,home,224,196,2693041
5,Accurate long balls,"['39 (55%)', '27 (49%)']",text,home,39 (55%),27 (49%),2693041
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2693041
7,Throws,"[9, 14]",text,away,9,14,2693041
0,Defence,"[None, None]",title,equal,,,2693041
1,Tackles won,"['15 (68%)', '14 (82%)']",text,home,15 (68%),14 (82%),2693041
2,Interceptions,"[11, 7]",text,home,11,7,2693041
3,Blocks,"[0, 0]",text,equal,0,0,2693041
4,Clearances,"[16, 7]",text,home,16,7,2693041
5,Keeper saves,"[1, 5]",text,away,1,5,2693041
0,Duels,"[None, None]",title,equal,,,2693041
1,Duels won,"[48, 43]",text,home,48,43,2693041
2,Ground duels won,"['38 (53%)', '34 (47%)']",text,home,38 (53%),34 (47%),2693041
3,Aerial duels won,"['10 (53%)', '9 (47%)']",text,home,10 (53%),9 (47%),2693041
4,Successful dribbles,"['6 (55%)', '4 (57%)']",text,home,6 (55%),4 (57%),2693041
0,Discipline,"[None, None]",title,equal,,,2693041
1,Yellow cards,"[0, 2]",text,away,0.0,2.0,2693041
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2693041
0,Ball possession,"[61, 39]",graph,home,61,39,2692864
1,Total shots,"[21, 14]",text,home,21,14,2692864
2,Big chances,"[6, 3]",text,home,6,3,2692864
3,Big chances missed,"[4, 3]",text,away,4,3,2692864
4,Accurate passes,"['543 (89%)', '329 (81%)']",text,home,543 (89%),329 (81%),2692864
5,Fouls committed,"[8, 11]",text,home,8,11,2692864
6,Offsides,"[2, 2]",text,equal,2,2,2692864
7,Corners,"[5, 2]",text,home,5,2,2692864
0,Shots,"[None, None]",title,equal,,,2692864
1,Total shots,"[21, 14]",text,home,21.0,14.0,2692864
2,Shots off target,"[8, 5]",text,home,8.0,5.0,2692864
3,Shots on target,"[8, 8]",text,equal,8.0,8.0,2692864
4,Blocked shots,"[5, 1]",text,home,5.0,1.0,2692864
5,Hit woodwork,"[1, 0]",text,home,1.0,0.0,2692864
6,Shots inside box,"[11, 8]",text,home,11.0,8.0,2692864
7,Shots outside box,"[10, 6]",text,home,10.0,6.0,2692864
0,Passes,"[None, None]",title,equal,,,2692864
1,Passes,"[613, 404]",text,home,613,404,2692864
2,Accurate passes,"['543 (89%)', '329 (81%)']",text,home,543 (89%),329 (81%),2692864
3,Own half,"[241, 151]",text,home,241,151,2692864
4,Opposition half,"[302, 178]",text,home,302,178,2692864
5,Accurate long balls,"['30 (71%)', '26 (47%)']",text,home,30 (71%),26 (47%),2692864
6,Accurate crosses,"['7 (30%)', '2 (40%)']",text,home,7 (30%),2 (40%),2692864
7,Throws,"[15, 9]",text,home,15,9,2692864
0,Defence,"[None, None]",title,equal,,,2692864
1,Tackles won,"['20 (87%)', '15 (60%)']",text,home,20 (87%),15 (60%),2692864
2,Interceptions,"[11, 15]",text,away,11,15,2692864
3,Blocks,"[0, 0]",text,equal,0,0,2692864
4,Clearances,"[8, 21]",text,away,8,21,2692864
5,Keeper saves,"[4, 6]",text,away,4,6,2692864
0,Duels,"[None, None]",title,equal,,,2692864
1,Duels won,"[53, 42]",text,home,53,42,2692864
2,Ground duels won,"['40 (51%)', '38 (49%)']",text,home,40 (51%),38 (49%),2692864
3,Aerial duels won,"['13 (76%)', '4 (24%)']",text,home,13 (76%),4 (24%),2692864
4,Successful dribbles,"['7 (39%)', '5 (36%)']",text,home,7 (39%),5 (36%),2692864
0,Discipline,"[None, None]",title,equal,,,2692864
1,Yellow cards,"[3, 1]",text,home,3.0,1.0,2692864
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2692864
0,Ball possession,"[60, 40]",graph,home,60,40,2693074
1,Total shots,"[22, 10]",text,home,22,10,2693074
2,Big chances,"[3, 1]",text,home,3,1,2693074
3,Big chances missed,"[1, 0]",text,away,1,0,2693074
4,Accurate passes,"['400 (83%)', '235 (73%)']",text,home,400 (83%),235 (73%),2693074
5,Fouls committed,"[10, 11]",text,home,10,11,2693074
6,Offsides,"[3, 2]",text,away,3,2,2693074
7,Corners,"[7, 5]",text,home,7,5,2693074
0,Shots,"[None, None]",title,equal,,,2693074
1,Total shots,"[22, 10]",text,home,22.0,10.0,2693074
2,Shots off target,"[7, 5]",text,home,7.0,5.0,2693074
3,Shots on target,"[11, 3]",text,home,11.0,3.0,2693074
4,Blocked shots,"[4, 2]",text,home,4.0,2.0,2693074
5,Hit woodwork,"[0, 1]",text,away,0.0,1.0,2693074
6,Shots inside box,"[15, 9]",text,home,15.0,9.0,2693074
7,Shots outside box,"[7, 1]",text,home,7.0,1.0,2693074
0,Passes,"[None, None]",title,equal,,,2693074
1,Passes,"[481, 321]",text,home,481,321,2693074
2,Accurate passes,"['400 (83%)', '235 (73%)']",text,home,400 (83%),235 (73%),2693074
3,Own half,"[223, 136]",text,home,223,136,2693074
4,Opposition half,"[177, 99]",text,home,177,99,2693074
5,Accurate long balls,"['51 (61%)', '33 (52%)']",text,home,51 (61%),33 (52%),2693074
6,Accurate crosses,"['8 (53%)', '4 (29%)']",text,home,8 (53%),4 (29%),2693074
7,Throws,"[21, 20]",text,home,21,20,2693074
0,Defence,"[None, None]",title,equal,,,2693074
1,Tackles won,"['6 (50%)', '7 (54%)']",text,away,6 (50%),7 (54%),2693074
2,Interceptions,"[5, 3]",text,home,5,3,2693074
3,Blocks,"[0, 0]",text,equal,0,0,2693074
4,Clearances,"[14, 19]",text,away,14,19,2693074
5,Keeper saves,"[1, 5]",text,away,1,5,2693074
0,Duels,"[None, None]",title,equal,,,2693074
1,Duels won,"[39, 44]",text,away,39,44,2693074
2,Ground duels won,"['27 (50%)', '27 (50%)']",text,equal,27 (50%),27 (50%),2693074
3,Aerial duels won,"['12 (41%)', '17 (59%)']",text,away,12 (41%),17 (59%),2693074
4,Successful dribbles,"['5 (56%)', '4 (40%)']",text,home,5 (56%),4 (40%),2693074
0,Discipline,"[None, None]",title,equal,,,2693074
1,Yellow cards,"[0, 2]",text,away,0.0,2.0,2693074
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2693074
0,Ball possession,"[49, 51]",graph,away,49,51,2692948
1,Total shots,"[16, 11]",text,home,16,11,2692948
2,Big chances,"[0, 0]",text,equal,0,0,2692948
3,Big chances missed,"[2, 0]",text,away,2,0,2692948
4,Accurate passes,"['357 (83%)', '372 (82%)']",text,away,357 (83%),372 (82%),2692948
5,Fouls committed,"[22, 7]",text,away,22,7,2692948
6,Offsides,"[1, 1]",text,equal,1,1,2692948
7,Corners,"[5, 3]",text,home,5,3,2692948
0,Shots,"[None, None]",title,equal,,,2692948
1,Total shots,"[16, 11]",text,home,16.0,11.0,2692948
2,Shots off target,"[6, 5]",text,home,6.0,5.0,2692948
3,Shots on target,"[6, 2]",text,home,6.0,2.0,2692948
4,Blocked shots,"[4, 4]",text,equal,4.0,4.0,2692948
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2692948
6,Shots inside box,"[12, 6]",text,home,12.0,6.0,2692948
7,Shots outside box,"[4, 5]",text,away,4.0,5.0,2692948
0,Passes,"[None, None]",title,equal,,,2692948
1,Passes,"[430, 454]",text,away,430,454,2692948
2,Accurate passes,"['357 (83%)', '372 (82%)']",text,away,357 (83%),372 (82%),2692948
3,Own half,"[0, 0]",text,equal,0,0,2692948
4,Opposition half,"[205, 205]",text,equal,205,205,2692948
5,Accurate long balls,"['36 (61%)', '41 (59%)']",text,away,36 (61%),41 (59%),2692948
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2692948
7,Throws,"[14, 25]",text,away,14,25,2692948
0,Defence,"[None, None]",title,equal,,,2692948
1,Tackles won,"['10 (77%)', '11 (69%)']",text,away,10 (77%),11 (69%),2692948
2,Interceptions,"[15, 7]",text,home,15,7,2692948
3,Blocks,"[0, 0]",text,equal,0,0,2692948
4,Clearances,"[21, 22]",text,away,21,22,2692948
5,Keeper saves,"[1, 3]",text,away,1,3,2692948
0,Duels,"[None, None]",title,equal,,,2692948
1,Duels won,"[44, 52]",text,away,44,52,2692948
2,Ground duels won,"['25 (38%)', '40 (62%)']",text,away,25 (38%),40 (62%),2692948
3,Aerial duels won,"['19 (61%)', '12 (39%)']",text,home,19 (61%),12 (39%),2692948
4,Successful dribbles,"['5 (38%)', '4 (67%)']",text,home,5 (38%),4 (67%),2692948
0,Discipline,"[None, None]",title,equal,,,2692948
1,Yellow cards,"[2, 2]",text,equal,2.0,2.0,2692948
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2692948
0,Ball possession,"[38, 62]",graph,away,38,62,2693004
1,Total shots,"[9, 22]",text,away,9,22,2693004
2,Big chances,"[0, 0]",text,equal,0,0,2693004
3,Big chances missed,"[1, 5]",text,home,1,5,2693004
4,Accurate passes,"['286 (80%)', '496 (88%)']",text,away,286 (80%),496 (88%),2693004
5,Fouls committed,"[7, 15]",text,home,7,15,2693004
6,Offsides,"[2, 3]",text,home,2,3,2693004
7,Corners,"[6, 10]",text,away,6,10,2693004
0,Shots,"[None, None]",title,equal,,,2693004
1,Total shots,"[9, 22]",text,away,9.0,22.0,2693004
2,Shots off target,"[3, 8]",text,away,3.0,8.0,2693004
3,Shots on target,"[5, 7]",text,away,5.0,7.0,2693004
4,Blocked shots,"[1, 7]",text,away,1.0,7.0,2693004
5,Hit woodwork,"[0, 1]",text,away,0.0,1.0,2693004
6,Shots inside box,"[6, 18]",text,away,6.0,18.0,2693004
7,Shots outside box,"[3, 4]",text,away,3.0,4.0,2693004
0,Passes,"[None, None]",title,equal,,,2693004
1,Passes,"[358, 562]",text,away,358,562,2693004
2,Accurate passes,"['286 (80%)', '496 (88%)']",text,away,286 (80%),496 (88%),2693004
3,Own half,"[0, 0]",text,equal,0,0,2693004
4,Opposition half,"[136, 321]",text,away,136,321,2693004
5,Accurate long balls,"['20 (44%)', '32 (63%)']",text,away,20 (44%),32 (63%),2693004
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2693004
7,Throws,"[5, 16]",text,away,5,16,2693004
0,Defence,"[None, None]",title,equal,,,2693004
1,Tackles won,"['11 (65%)', '14 (70%)']",text,away,11 (65%),14 (70%),2693004
2,Interceptions,"[6, 5]",text,home,6,5,2693004
3,Blocks,"[0, 0]",text,equal,0,0,2693004
4,Clearances,"[34, 10]",text,home,34,10,2693004
5,Keeper saves,"[6, 2]",text,home,6,2,2693004
0,Duels,"[None, None]",title,equal,,,2693004
1,Duels won,"[38, 40]",text,away,38,40,2693004
2,Ground duels won,"['32 (49%)', '33 (51%)']",text,away,32 (49%),33 (51%),2693004
3,Aerial duels won,"['6 (46%)', '7 (54%)']",text,away,6 (46%),7 (54%),2693004
4,Successful dribbles,"['2 (40%)', '6 (35%)']",text,away,2 (40%),6 (35%),2693004
0,Discipline,"[None, None]",title,equal,,,2693004
1,Yellow cards,"[1, 3]",text,away,1.0,3.0,2693004
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2693004
0,Ball possession,"[66, 34]",graph,home,66,34,2692898
1,Total shots,"[27, 11]",text,home,27,11,2692898
2,Big chances,"[0, 0]",text,equal,0,0,2692898
3,Big chances missed,"[1, 1]",text,equal,1,1,2692898
4,Accurate passes,"['375 (77%)', '152 (60%)']",text,home,375 (77%),152 (60%),2692898
5,Fouls committed,"[14, 11]",text,away,14,11,2692898
6,Offsides,"[2, 1]",text,away,2,1,2692898
7,Corners,"[14, 4]",text,home,14,4,2692898
0,Shots,"[None, None]",title,equal,,,2692898
1,Total shots,"[27, 11]",text,home,27.0,11.0,2692898
2,Shots off target,"[12, 3]",text,home,12.0,3.0,2692898
3,Shots on target,"[6, 5]",text,home,6.0,5.0,2692898
4,Blocked shots,"[9, 3]",text,home,9.0,3.0,2692898
5,Hit woodwork,"[1, 2]",text,away,1.0,2.0,2692898
6,Shots inside box,"[19, 8]",text,home,19.0,8.0,2692898
7,Shots outside box,"[8, 3]",text,home,8.0,3.0,2692898
0,Passes,"[None, None]",title,equal,,,2692898
1,Passes,"[486, 253]",text,home,486,253,2692898
2,Accurate passes,"['375 (77%)', '152 (60%)']",text,home,375 (77%),152 (60%),2692898
3,Own half,"[0, 0]",text,equal,0,0,2692898
4,Opposition half,"[173, 105]",text,home,173,105,2692898
5,Accurate long balls,"['39 (55%)', '22 (35%)']",text,home,39 (55%),22 (35%),2692898
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2692898
7,Throws,"[36, 21]",text,home,36,21,2692898
0,Defence,"[None, None]",title,equal,,,2692898
